date,pnl,pnl_raw,n_correct,n_traded,cum_pnl,cum_pnl_raw,accuracy,year,month_period
2025-06-18,291.49999999999994,291.49999999999994,22,24,3094.3599999999988,4079.48,0.9166666666666666,2025,2025-06
2025-06-19,357.55999999999995,357.55999999999995,17,24,3451.9199999999987,4437.04,0.7083333333333334,2025,2025-06
2025-06-20,-37.45,-37.45,8,24,3414.469999999999,4399.59,0.3333333333333333,2025,2025-06
2025-06-21,378.57,378.57,21,24,3793.039999999999,4778.16,0.875,2025,2025-06
2025-06-22,337.63,337.63,22,24,4130.669999999999,5115.79,0.9166666666666666,2025,2025-06
2025-06-23,-46.94500000000002,-98.60000000000002,8,24,4083.724999999999,5017.19,0.3333333333333333,2025,2025-06
2025-06-24,-215.27999999999997,-215.27999999999997,6,24,3868.444999999999,4801.91,0.25,2025,2025-06
2025-06-25,340.05000000000007,340.05000000000007,17,24,4208.494999999999,5141.96,0.7083333333333334,2025,2025-06
2025-06-26,802.06,802.06,20,24,5010.5549999999985,5944.02,0.8333333333333334,2025,2025-06
2025-06-27,616.3,616.3,13,24,5626.854999999999,6560.320000000001,0.5416666666666666,2025,2025-06
2025-06-28,150.51000000000002,150.51000000000002,14,24,5777.364999999999,6710.830000000001,0.5833333333333334,2025,2025-06
2025-06-29,135.80999999999997,135.80999999999997,18,24,5913.174999999999,6846.640000000001,0.75,2025,2025-06
2025-06-30,63.480000000000004,-318.84,3,3,5976.654999999999,6527.800000000001,1.0,2025,2025-06
2025-07-01,281.7199999999999,281.7199999999999,14,24,6258.374999999999,6809.520000000001,0.5833333333333334,2025,2025-07
2025-07-02,-371.46,-371.46,10,24,5886.914999999999,6438.060000000001,0.4166666666666667,2025,2025-07
2025-07-03,-34.51000000000002,-34.51000000000002,14,24,5852.404999999999,6403.550000000001,0.5833333333333334,2025,2025-07
2025-07-04,112.22999999999999,101.13,5,6,5964.634999999998,6504.680000000001,0.8333333333333334,2025,2025-07
2025-07-05,208.41,208.41,19,24,6173.044999999998,6713.090000000001,0.7916666666666666,2025,2025-07
2025-07-06,-266.85,-266.85,8,23,5906.194999999998,6446.240000000001,0.34782608695652173,2025,2025-07
2025-07-07,-160.99,-160.99,8,24,5745.204999999998,6285.250000000001,0.3333333333333333,2025,2025-07
2025-07-08,-72.48000000000002,-72.48000000000002,8,24,5672.7249999999985,6212.77,0.3333333333333333,2025,2025-07
2025-07-09,-17.649999999999963,-17.649999999999963,11,24,5655.074999999999,6195.120000000001,0.4583333333333333,2025,2025-07
2025-07-10,12.600000000000009,82.50000000000006,1,3,5667.674999999999,6277.620000000001,0.3333333333333333,2025,2025-07
2025-07-11,0.0,103.63999999999997,0,0,5667.674999999999,6381.260000000001,0.0,2025,2025-07
2025-07-12,11.509999999999962,11.509999999999962,12,22,5679.1849999999995,6392.770000000001,0.5454545454545454,2025,2025-07
2025-07-13,147.23999999999995,147.23999999999995,20,24,5826.424999999999,6540.010000000001,0.8333333333333334,2025,2025-07
2025-07-14,0.0,267.49,0,0,5826.424999999999,6807.500000000001,0.0,2025,2025-07
2025-07-15,143.03,160.84000000000003,13,24,5969.454999999999,6968.340000000001,0.5416666666666666,2025,2025-07
2025-07-16,-191.61000000000004,-191.61000000000004,4,24,5777.844999999999,6776.730000000001,0.16666666666666666,2025,2025-07
2025-07-17,77.72,77.72,17,24,5855.565,6854.450000000002,0.7083333333333334,2025,2025-07
2025-07-18,-39.079999999999956,-39.079999999999956,8,24,5816.485,6815.370000000002,0.3333333333333333,2025,2025-07
